dev,name,batch_size,_compile.<locals>.compile_inner,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,compile_fx_inner,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,compile_file,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,fbnetc_100,512,38.668145,37.508056,36.593972,34.584179,34.222350,1.290157,32.107821,0.685208,1.430905,0.037138,6.091027,0,0
cuda,fbnetv3_b,256,53.414675,51.509761,50.633732,46.893551,46.568408,2.784187,42.262948,1.631286,2.708791,0.070705,9.108665,0,0
cuda,gernet_l,128,33.879920,32.660815,31.688468,29.940320,29.510398,1.172366,27.611877,0.603379,1.292334,0.032143,2.789090,0,0
cuda,convnext_base,64,147.048583,141.203379,139.868786,122.648663,168.610080,12.009569,149.124987,18.936261,11.242169,0.517465,17.707304,47.163867,0
cuda,ghostnet_100,512,55.248354,54.031696,53.139970,50.195815,49.776247,1.919733,46.651181,1.422636,2.006182,0.056566,11.994456,0,0
cuda,gluon_inception_v3,256,59.507240,57.595602,56.722769,53.746310,53.474106,2.440799,49.849348,2.711082,3.244457,0.055486,7.646255,0,0
cuda,gmixer_24_224,128,42.739890,41.659087,40.709940,38.120566,36.828657,2.375534,32.735286,2.547073,2.566477,0.050143,4.335232,0,0
cuda,gmlp_s16_224,128,34.933363,33.901411,32.996435,30.458005,29.617409,2.305573,25.884412,2.512925,1.948230,0.045102,2.962109,0,0
cuda,crossvit_9_240,256,134.820770,130.307176,129.164190,110.353370,146.872660,10.714769,129.662947,16.181756,10.368191,0.415723,11.688168,37.117390,0
cuda,hrnet_w18,128,80.001181,76.356570,75.318199,64.237834,63.367819,7.393958,51.525740,3.846668,4.988826,0.160270,6.777772,0,0
cuda,inception_v3,128,59.653320,57.736629,56.861429,53.878485,53.604011,2.449710,49.966337,2.733052,3.277201,0.056026,7.124536,0,0
cuda,cspdarknet53,64,129.685572,124.633184,123.419107,109.052342,144.220927,10.699412,127.567800,16.545513,9.187082,0.449330,14.029700,35.692080,0
cuda,jx_nest_base,32,69.822189,68.174790,67.219214,63.767006,61.679999,3.024299,56.649075,3.083015,2.615446,0.080385,7.195683,0,0
cuda,deit_base_distilled_patch16_224,64,60.664399,58.012855,56.953968,48.427884,68.921029,5.063646,60.332264,8.287363,4.493979,0.185660,3.271735,20.821863,0
cuda,lcnet_050,256,31.710290,31.014890,30.179008,29.051677,28.882761,0.772814,27.659257,0.653129,1.059761,0.020934,3.126782,0,0
cuda,levit_128,1024,50.587131,49.253511,48.300343,45.134197,42.216829,2.319712,38.666654,1.602049,1.915140,0.050181,6.693352,0,0
cuda,mixer_b16_224,128,37.175498,36.545948,35.705223,34.450369,33.537642,1.377704,31.327101,1.210799,1.510667,0.028785,4.828228,0,0
cuda,mixnet_l,128,66.517363,64.718785,63.835310,60.762600,60.489820,2.438828,56.813859,1.950812,3.138732,0.082299,13.163861,0,0
cuda,dla102,128,164.937074,159.305480,158.001450,137.030696,177.429948,16.035660,152.872138,25.506039,13.074831,0.900965,14.767281,41.174421,0
cuda,mnasnet_100,512,36.503159,35.445433,34.559683,32.966336,32.770358,1.194285,30.923103,0.573878,1.282088,0.031600,5.505354,0,0
cuda,mobilenetv2_100,128,35.808081,34.748644,33.867009,32.113540,31.906477,1.097734,29.971662,0.574882,1.245849,0.030166,4.446639,0,0
cuda,mobilenetv3_large_100,512,45.450306,44.345873,43.451717,41.627356,41.417928,1.263308,39.264874,0.827279,1.495832,0.039346,9.087235,0,0
cuda,dm_nfnet_f0,128,117.892283,111.971561,110.725348,96.567952,141.511844,11.036964,124.481927,14.369273,7.395364,0.368517,15.143388,45.499856,0
cuda,mobilevit_s,64,70.240691,68.926894,68.015813,65.786607,65.333183,2.658652,61.651920,6.733547,5.248684,0.049863,8.592262,0,0
cuda,nfnet_l0,128,47.221166,45.830824,44.778555,42.853883,42.496904,1.586344,39.934048,1.767112,2.219084,0.051881,6.973186,0,0
cuda,pit_b_224,64,47.862769,46.985298,46.107964,44.566717,43.968632,1.306165,41.841464,1.157398,1.389225,0.034552,6.494296,0,0
cuda,dpn107,64,96.305361,90.745118,89.779563,74.149017,127.641741,9.561759,113.515251,11.485900,9.669313,0.378304,38.210699,53.803217,0
cuda,pnasnet5large,16,84.447383,80.968863,79.900260,72.647177,72.113461,6.326380,62.636068,6.276075,6.571901,0.160981,10.527905,0,0
cuda,poolformer_m36,64,83.239627,81.233649,80.190848,77.544828,77.146334,6.066802,69.875746,10.436372,7.184355,0.087789,10.074012,0,0
cuda,eca_botnext26ts_256,128,91.207160,88.178462,87.112076,77.604601,127.282733,7.421004,116.622153,11.073305,6.837528,0.172090,20.593410,49.962477,0
cuda,regnety_002,1024,39.204365,38.066726,37.165968,35.581357,35.251816,1.130598,33.452863,0.719557,1.492140,0.035378,5.662343,0,0
cuda,repvgg_a2,128,31.938130,30.778583,29.880293,27.968477,27.758383,1.279163,25.740801,0.636016,1.226608,0.026198,2.391904,0,0
cuda,res2net101_26w_4s,128,60.875863,59.191673,58.205166,52.041028,51.603002,3.985703,44.944089,3.184070,3.977771,0.099880,6.615120,0,0
cuda,eca_halonext26ts,128,100.349426,96.566485,95.605868,85.619912,139.871363,7.266785,129.164719,15.585250,8.049132,0.186567,23.896117,54.553537,0
cuda,res2net50_14w_8s,128,66.960518,65.506630,64.512742,58.603335,58.192800,4.048467,51.691498,3.060252,3.787861,0.084374,9.542814,0,0
cuda,res2next50,128,49.917873,48.908200,48.028331,45.014067,44.605444,2.106712,41.250824,2.186544,2.591642,0.051844,6.387923,0,0
cuda,ese_vovnet19b_dw,256,78.584685,75.801342,74.713029,68.516622,99.344912,4.671627,92.142614,9.242970,6.353693,0.162555,14.139933,31.050851,0
cuda,resmlp_12_224,128,23.100683,22.504879,21.629651,20.660557,19.881348,0.617605,18.778411,0.562068,0.927281,0.024056,3.014455,0,0
cuda,resnest101e,64,60.310910,58.218210,57.303934,51.873378,51.350130,4.300906,44.666732,3.365099,3.771455,0.101322,8.575308,0,0
cuda,rexnet_100,256,69.821372,68.156556,67.236424,64.732551,64.494897,1.645846,61.895489,1.420614,1.836463,0.052792,16.713624,0,0
cuda,sebotnet33ts_256,64,55.882880,54.570080,53.634222,51.642952,50.213241,2.296339,47.178659,3.285500,2.134039,0.041275,7.128696,0,0
cuda,selecsls42b,128,34.328272,33.732613,32.905224,31.576580,31.397230,0.906707,29.952767,0.754893,1.264171,0.025621,3.479087,0,0
cuda,spnasnet_100,128,38.961199,37.693899,36.784450,34.831749,34.476573,1.269240,32.401740,0.687520,1.385330,0.036754,5.519284,0,0
cuda,fbnetv3_b,256,86.107436,82.268460,81.239324,68.735828,134.124213,10.516003,117.691466,14.278411,9.950244,0.682500,24.643937,65.691549,0
cuda,gernet_l,128,50.407006,47.715774,46.788667,40.506955,63.276608,4.555362,56.591505,6.946332,4.865658,0.244751,7.024306,22.910066,0
cuda,swin_base_patch4_window7_224,64,80.865217,78.730937,77.726054,73.204695,70.437013,4.470392,63.284556,6.145224,4.609172,0.083760,10.452574,0,0
cuda,swsl_resnext101_32x16d,32,38.531639,37.484742,36.602575,33.310718,32.872272,2.119329,29.407380,1.267894,1.956964,0.056477,3.060452,0,0
cuda,tf_efficientnet_b0,128,50.646829,49.374179,48.470772,46.478295,46.120848,1.332762,43.947658,1.056729,1.946246,0.050690,10.896515,0,0
cuda,ghostnet_100,512,91.354978,88.847358,87.905149,77.299267,152.080938,8.513503,139.862584,11.572313,8.344991,0.557182,32.347137,75.018976,0
cuda,tf_mixnet_l,128,68.491887,66.578481,65.702745,62.609209,62.334011,2.480659,58.600247,2.113407,3.283344,0.084921,14.660915,0,0
cuda,tinynet_a,128,50.998848,49.714097,48.782561,46.467365,46.083631,1.556591,43.551738,1.349552,1.928076,0.056453,10.195244,0,0
cuda,tnt_s_patch16_224,128,57.323435,56.013382,54.960037,51.098111,49.131049,3.113618,44.061580,4.581848,3.190576,0.091100,5.464340,0,0
cuda,twins_pcpvt_base,128,52.974905,51.281259,50.263562,45.859690,45.210092,3.180506,39.801243,3.303233,2.735883,0.088415,5.613745,0,0
cuda,visformer_small,128,50.186503,49.426560,48.548851,47.002273,45.792290,1.331532,43.713521,0.950927,1.396899,0.039259,7.754050,0,0
cuda,vit_base_patch16_224,64,21.779587,21.089641,20.209818,18.905744,18.642557,0.974871,16.968349,1.017592,1.234375,0.026964,1.593713,0,0
cuda,gmixer_24_224,128,40.111740,37.906454,36.919265,26.331056,53.487891,5.299323,45.163525,6.274894,5.739971,0.370047,4.934288,27.328432,0
cuda,volo_d1_224,64,65.971397,64.740826,63.762428,60.806312,58.331168,2.916859,53.775298,3.162868,2.693767,0.067866,8.296777,0,0
cuda,xcit_large_24_p8_224,16,61.384799,59.387533,58.277460,52.242687,51.418423,4.734104,43.292536,4.261479,4.061971,0.112755,3.220009,0,0
cuda,gmlp_s16_224,128,85.645236,80.647128,79.455977,62.034793,90.556486,10.359226,72.443800,16.848822,9.159886,0.438976,6.189519,29.437361,0
cuda,AlbertForMaskedLM,4,23.676418,22.729408,21.833691,19.912216,19.441248,1.181994,17.419976,1.419178,1.343956,0.028328,1.582698,0,0
cuda,AlbertForQuestionAnswering,4,23.575135,22.712830,21.846227,19.922111,19.087955,1.167995,17.070278,1.390300,1.197707,0.028991,1.708707,0,0
cuda,AllenaiLongformerBase,4,74.392909,71.437558,70.207278,61.152514,59.322070,8.566706,47.027723,7.391444,6.471777,0.068321,3.934137,0,0
cuda,BartForCausalLM,4,20.685458,19.932573,18.986973,17.237845,16.328127,1.183919,14.099352,1.366226,1.364849,0.046888,1.443395,0,0
cuda,BartForConditionalGeneration,2,35.875707,34.050221,32.997637,28.386047,27.047683,3.092984,21.176981,3.284149,2.815425,0.115589,1.430656,0,0
cuda,BertForMaskedLM,16,20.136680,18.892784,18.022894,15.974022,15.025866,1.274565,12.878686,1.156867,1.275420,0.038643,1.041915,0,0
cuda,BertForQuestionAnswering,16,19.800599,18.577322,17.700132,15.654545,14.814500,1.261192,12.691010,1.122459,1.256342,0.038734,0.912045,0,0
cuda,hrnet_w18,128,162.679836,155.023177,153.802706,106.572965,195.153574,26.099647,157.125473,38.475007,23.955615,3.837464,28.135653,92.035348,0
cuda,BlenderbotSmallForCausalLM,64,21.162645,20.526108,19.670666,18.239269,17.368329,0.999343,15.523386,1.145892,1.244610,0.035152,1.709503,0,0
cuda,BlenderbotSmallForConditionalGeneration,64,32.886568,31.411522,30.433572,27.145623,25.947704,2.318264,21.428638,2.582491,2.330330,0.085309,1.881190,0,0
cuda,CamemBert,16,20.972670,19.731408,18.840549,16.791076,15.784715,1.122342,13.618874,1.155040,1.268348,0.038788,1.077471,0,0
cuda,DebertaForMaskedLM,8,26.211302,24.771532,23.813757,21.686728,20.752194,1.530634,18.057399,1.196086,1.454580,0.043201,1.672976,0,0
cuda,DebertaForQuestionAnswering,16,25.825779,24.421780,23.444123,21.319373,20.531318,1.519534,17.838423,1.175815,1.441958,0.042542,1.568395,0,0
cuda,DebertaV2ForMaskedLM,2,34.693971,32.384157,31.370082,27.291090,26.003986,3.009636,20.415824,3.007731,2.514306,0.104037,1.416684,0,0
cuda,DebertaV2ForQuestionAnswering,1,33.139178,30.831796,29.823210,25.764475,24.587877,2.791245,19.211154,2.827284,2.411310,0.102823,1.315261,0,0
cuda,inception_v3,128,175.323014,168.573568,167.321903,147.656130,233.169736,14.389081,210.350596,34.804255,22.069615,0.724788,24.357128,86.222297,0
cuda,DistilBertForMaskedLM,128,24.094242,23.583753,22.754574,21.647480,20.698689,0.986353,19.010454,0.987881,1.077036,0.026873,2.196528,0,0
cuda,DistilBertForQuestionAnswering,256,23.124883,22.632262,21.827991,20.598529,19.936580,0.835346,18.404572,0.892757,1.050384,0.027348,2.228407,0,0
cuda,DistillGPT2,16,24.526454,23.897081,23.023146,22.038252,21.040798,0.813113,19.729905,0.725819,1.025039,0.023162,2.149334,0,0
cuda,ElectraForCausalLM,32,23.438920,22.186899,21.318712,19.252289,18.328386,1.436304,16.016525,1.276251,1.307120,0.038990,1.431547,0,0
cuda,ElectraForQuestionAnswering,64,21.594935,20.377494,19.491501,17.446836,16.610979,1.092431,14.525704,1.111583,1.245373,0.038658,1.157078,0,0
cuda,GPT2ForSequenceClassification,4,26.525064,25.333415,24.376930,22.522152,21.756507,1.444223,19.380331,1.390990,1.470488,0.044852,1.152261,0,0
cuda,GoogleFnet,16,14.408679,13.673262,12.754883,11.934420,11.724179,0.805576,10.491911,0.819020,1.044161,0.016231,0.567692,0,0
cuda,jx_nest_base,32,142.653536,135.769639,134.383235,110.294410,151.749436,12.533657,130.894727,21.885539,13.003661,0.556042,12.799562,42.592119,0
cuda,LayoutLMForMaskedLM,16,20.342634,19.055525,18.176228,16.033181,15.076129,1.129064,12.896336,1.155406,1.263405,0.039969,1.042663,0,0
cuda,LayoutLMForSequenceClassification,16,19.909147,18.663062,17.789862,15.716050,14.875724,1.272081,12.735587,1.098794,1.241655,0.037606,0.655237,0,0
cuda,lcnet_050,256,44.282620,42.950011,42.071368,38.307291,62.053045,3.489758,57.037916,4.391854,3.679504,0.127176,8.592101,24.120857,0
cuda,M2M100ForConditionalGeneration,16,37.867429,35.852386,34.782942,29.915181,29.004535,3.294502,22.767739,3.659678,3.280394,0.152829,1.039976,0,0
cuda,MBartForCausalLM,4,25.174016,24.301711,23.292094,21.382792,20.381765,1.579571,17.607576,1.422067,1.596652,0.050384,1.550697,0,0
cuda,MBartForConditionalGeneration,2,44.090598,42.004044,40.888886,35.806909,34.410311,3.593258,27.675064,3.739308,3.237927,0.122355,1.539597,0,0
cuda,MT5ForConditionalGeneration,16,46.006742,43.984107,42.836113,38.987167,38.211007,2.344742,34.286398,2.570826,2.522292,0.100240,1.556173,0,0
cuda,MegatronBertForCausalLM,4,26.717459,24.525244,23.545735,19.506276,18.682058,2.036965,15.015999,2.347048,2.114468,0.070812,0.572872,0,0
cuda,levit_128,1024,145.769084,141.039404,139.782006,117.855320,179.241941,12.139940,160.444174,19.732029,11.626220,0.488054,24.637183,62.502215,0
cuda,MegatronBertForQuestionAnswering,8,27.013469,24.852809,23.870513,19.787689,18.569501,2.021328,14.906686,2.274476,1.955228,0.067380,0.833987,0,0
cuda,MobileBertForMaskedLM,128,48.900726,43.674052,42.423590,34.766845,32.718285,3.795050,24.947272,3.384211,3.819513,0.184065,2.345621,0,0
cuda,mixer_b16_224,128,64.309617,61.797739,60.751448,51.037173,72.460638,5.486615,63.351807,7.873286,5.203309,0.178281,5.596786,22.118422,0
cuda,MobileBertForQuestionAnswering,128,46.484788,40.869586,39.614612,31.949724,30.031495,3.312521,22.742584,3.346452,3.372466,0.183427,1.752454,0,0
cuda,OPTForCausalLM,2,24.863648,24.003252,23.021821,21.137962,20.702439,1.520945,17.982962,1.478586,1.745998,0.050522,1.458903,0,0
cuda,PLBartForCausalLM,8,19.455074,18.943955,18.140964,17.130362,16.135998,0.788617,14.707087,0.771993,1.068279,0.026895,1.619745,0,0
cuda,PLBartForConditionalGeneration,4,30.125835,28.938046,27.997128,25.430008,24.390581,1.931840,20.853020,2.023165,1.886507,0.070864,1.566719,0,0
cuda,PegasusForCausalLM,32,26.852515,25.995858,25.038779,23.143748,21.113683,1.530159,18.382305,1.411769,1.595091,0.051294,1.667081,0,0
cuda,mixnet_l,128,93.450022,89.906598,88.878606,78.827904,143.671420,8.290210,131.355909,10.915580,9.276896,0.562627,33.517163,65.072577,0
cuda,PegasusForConditionalGeneration,32,40.866887,38.807668,37.688819,32.703558,31.230340,3.556858,24.585439,3.704238,3.161077,0.120490,1.502836,0,0
cuda,RobertaForCausalLM,16,21.607707,20.344195,19.446875,17.353961,16.234732,1.286109,14.065092,1.212438,1.298832,0.039010,1.150768,0,0
cuda,RobertaForQuestionAnswering,16,20.514490,19.288952,18.415893,16.348921,15.512466,1.104896,13.384445,1.130114,1.257608,0.038635,0.914090,0,0
cuda,Speech2Text2ForCausalLM,256,19.243495,18.772727,17.950631,16.879250,16.601850,0.851645,15.171652,0.942354,1.181872,0.026657,1.506481,0,0
cuda,T5ForConditionalGeneration,4,39.632886,38.140482,37.124204,34.557886,33.832175,1.472995,31.293156,1.793473,1.962199,0.069946,2.085340,0,0
cuda,mnasnet_100,512,111.408010,107.837083,106.737339,96.360326,124.324149,7.672776,112.460071,11.956805,6.526823,0.304503,11.549877,28.347858,0
cuda,T5Small,4,40.238445,38.770608,37.763678,35.194687,34.470491,1.456900,31.947410,1.785143,1.948536,0.069550,2.084387,0,0
cuda,TrOCRForCausalLM,32,23.907697,23.056393,22.064864,20.182204,19.046978,1.563822,16.273985,1.457334,1.588313,0.052272,1.674773,0,0
cuda,XGLMForCausalLM,8,32.557024,30.890949,29.857830,26.128350,25.230148,2.686199,20.127380,2.976839,3.063167,0.116200,1.143264,0,0
cuda,mobilenetv2_100,128,108.215259,104.629672,103.534179,92.994679,122.324033,8.126375,109.708441,11.831069,6.519274,0.294335,10.360398,29.727995,0
cuda,XLNetLMHeadModel,8,51.908541,49.904485,48.861232,40.326688,38.811508,3.858679,32.073739,3.753945,10.547901,5.170451,0.131307,1.665717,0
cuda,YituTechConvBert,16,32.653548,31.066700,30.123836,26.995710,25.287640,2.132457,21.794709,2.082514,1.933742,0.062185,2.016480,0,0
cuda,mobilenetv3_large_100,512,117.495652,112.955334,111.930775,101.195969,149.248315,9.109226,135.292068,12.774335,7.535908,0.335175,23.128676,48.840207,0
cuda,mobilevit_s,64,142.307491,137.661142,136.444517,122.732037,195.368302,11.262346,178.560999,24.813577,14.485716,0.321271,27.292316,73.158591,0
cuda,nfnet_l0,128,113.248399,108.225832,106.991673,94.355711,122.989783,8.887100,108.344268,13.861610,6.953626,0.354062,11.002948,29.147698,0
cuda,pit_b_224,64,89.031991,85.535528,84.414809,74.951562,95.200334,6.039346,85.028631,8.858210,5.773826,0.225060,6.342232,20.945138,0
cuda,pnasnet5large,16,167.243713,159.839521,158.838730,129.221788,283.596592,18.774418,256.318909,72.283738,48.121548,2.724420,32.993735,155.541044,0
cuda,poolformer_m36,64,153.685721,144.937911,143.557313,122.059475,292.536764,18.726879,263.714329,91.911526,42.299448,1.056198,22.215362,172.010036,0
cuda,regnety_002,1024,108.723577,104.508434,103.351195,92.356509,123.786699,8.052895,110.896729,11.226014,6.084960,0.263881,18.367143,31.867946,0
cuda,repvgg_a2,128,85.956652,81.187279,80.055555,69.808649,91.205867,7.830395,78.448747,11.338208,6.837023,0.287090,6.037595,21.805509,0
cuda,res2net101_26w_4s,128,119.007565,115.243749,114.208904,91.912798,153.413651,15.616361,129.297072,26.702867,18.239915,1.696261,18.329460,62.420683,0
cuda,res2net50_14w_8s,128,131.554794,128.353005,127.347887,107.743304,185.592617,14.300786,164.798346,24.794241,17.866141,1.382560,28.225615,78.287319,0
cuda,res2next50,128,64.608534,62.569356,61.663677,51.461888,93.909546,8.419427,81.893946,12.133166,8.897036,0.310123,18.713572,42.692018,0
cuda,resmlp_12_224,128,68.764075,66.326171,65.264464,57.265929,74.352327,4.469872,66.838312,7.186839,3.974201,0.168769,7.144581,17.386910,0
cuda,resnest101e,64,102.557431,98.265632,97.206048,76.213674,144.734464,15.518210,122.715570,19.962175,15.922797,0.782207,25.842231,68.980598,0
cuda,rexnet_100,256,169.782722,164.346913,163.096547,147.590183,223.349649,11.824142,204.968625,17.394047,9.579344,0.392245,40.583822,76.326299,0
cuda,sebotnet33ts_256,64,76.262053,73.630317,72.662864,63.313759,118.319127,6.817389,109.100451,12.488938,8.025394,0.236140,20.360916,55.158240,0
cuda,selecsls42b,128,87.507544,84.754629,83.764766,75.881291,102.566067,6.354134,92.852509,8.384528,4.823450,0.179665,17.266795,26.992657,0
cuda,spnasnet_100,128,118.701781,114.344240,113.164280,100.429682,132.251730,8.757505,118.049872,14.908173,7.558309,0.397950,11.787212,32.292736,0
cuda,swin_base_patch4_window7_224,64,188.906917,181.775547,180.238100,149.933392,239.072250,16.015678,212.998734,25.328624,13.914168,0.702938,29.709771,89.964678,0
cuda,swsl_resnext101_32x16d,32,61.549343,59.270006,58.376125,46.695126,78.933672,7.486715,67.275504,9.623319,6.429973,0.346658,12.348498,32.497073,0
cuda,tf_efficientnet_b0,128,73.011507,70.389533,69.433450,62.406178,116.575775,5.854262,107.698474,8.656490,6.736564,0.311969,26.232474,54.340447,0
cuda,tf_mixnet_l,128,187.691579,181.102607,179.620203,160.168395,225.851054,13.520490,203.002409,22.530260,12.071741,0.694350,35.774069,66.409366,0
cuda,tinynet_a,128,75.534063,72.715968,71.740784,63.249164,116.240811,7.071516,105.885354,9.422926,6.929054,0.395130,23.772417,53.201781,0
cuda,tnt_s_patch16_224,128,135.532314,129.028636,127.570732,101.877832,136.904484,14.034479,113.649229,21.303865,12.135832,0.700833,10.522862,35.842053,0
cuda,twins_pcpvt_base,128,194.933408,185.977412,184.292540,155.712898,197.955166,18.761205,166.281517,29.539177,15.359530,1.089684,12.021195,43.366028,0
cuda,visformer_small,128,90.141772,87.585064,86.536793,75.570445,97.682092,6.160700,88.058315,7.650810,4.808949,0.201140,14.355314,22.419264,0
cuda,vit_base_patch16_224,64,59.608175,56.977788,55.879077,47.681321,67.550820,5.003647,58.788471,7.490466,5.267808,0.184029,3.127447,20.507071,0
cuda,volo_d1_224,64,144.655841,139.632505,138.357182,117.610039,165.900660,10.597771,148.245499,19.641603,11.036070,0.481428,17.170914,49.313231,0
cuda,xcit_large_24_p8_224,16,196.838869,185.731074,183.798580,144.758724,193.945600,24.583747,152.890425,41.009992,20.672593,1.557414,9.814293,50.639329,0
cuda,AlbertForMaskedLM,4,34.848600,32.897700,31.953109,25.191525,67.933851,4.014082,61.808037,3.724463,3.093849,0.129621,7.652600,42.864617,0
cuda,AlbertForQuestionAnswering,4,41.288802,38.859315,37.948243,29.886164,72.327851,4.372099,65.525933,4.297382,3.179358,0.136654,7.407411,42.604149,0
cuda,AllenaiLongformerBase,4,126.320737,121.447323,119.981507,91.681036,126.722801,15.979688,102.810984,19.335068,11.272180,0.385740,9.775828,35.739380,0
cuda,BertForMaskedLM,16,77.217573,73.069612,72.482885,57.494139,79.226855,6.633340,67.694796,9.939281,5.666569,0.270943,4.042593,22.178077,0
cuda,BertForQuestionAnswering,16,74.677166,70.620442,70.045967,55.663823,77.126414,6.596889,65.693541,9.776503,5.586270,0.269695,2.599383,21.896896,0
cuda,CamemBert,16,77.362966,72.800654,72.380777,57.466618,78.600602,6.334371,66.975213,10.432299,5.103456,0.269328,4.200069,21.579123,0
cuda,DebertaForMaskedLM,8,85.575434,80.494293,79.243753,65.404908,87.850731,7.217918,76.160959,9.659755,5.327690,0.271157,4.875767,22.847218,0
cuda,DebertaForQuestionAnswering,16,83.475152,78.474274,77.278792,64.011536,86.035151,6.804594,74.843045,9.903309,5.332345,0.273539,3.206069,22.426099,0
cuda,DebertaV2ForQuestionAnswering,1,54.582527,48.253483,47.163883,31.438445,57.135280,6.609251,45.872957,8.049833,5.921720,0.640498,3.002695,25.945995,0
cuda,DistillGPT2,16,53.157902,51.151713,50.199989,43.216654,59.918669,3.600675,54.133168,4.746212,2.921757,0.115940,4.892741,17.160607,0
cuda,ElectraForCausalLM,32,36.542604,34.163061,33.962183,24.243433,46.148865,3.019729,41.034665,4.187402,3.213074,0.217181,4.804103,22.020737,0
cuda,ElectraForQuestionAnswering,64,78.305416,73.803712,73.195966,58.923429,80.037207,6.336422,68.463417,10.429011,5.143064,0.274557,2.812520,21.551230,0
cuda,GPT2ForSequenceClassification,4,67.990558,64.416009,63.269096,51.660627,70.305257,6.770678,59.362861,8.859932,4.953231,0.245692,2.457465,19.006466,0
cuda,GoogleFnet,16,42.753733,40.246725,39.277012,33.145003,56.790090,4.213451,50.150713,5.388355,3.719642,0.116570,3.841447,23.879622,0
cuda,LayoutLMForMaskedLM,16,80.562317,75.920695,75.220625,60.592320,84.393903,6.415970,73.001926,10.630947,5.135580,0.273124,5.255440,24.556167,0
cuda,LayoutLMForSequenceClassification,16,78.735983,74.115657,73.372753,59.189788,84.219985,6.499882,72.796810,11.157920,5.392098,0.268956,3.863793,25.795831,0
cuda,MegatronBertForCausalLM,4,111.739939,103.759763,103.353396,76.495672,102.927774,13.201164,80.211333,21.204320,10.291864,0.656455,2.686982,27.760382,0
cuda,MegatronBertForQuestionAnswering,8,110.836607,102.951599,102.555315,75.369911,101.745701,12.993635,79.346953,20.745190,9.880065,0.658668,2.660975,27.709421,0
cuda,MobileBertForMaskedLM,128,82.245814,71.768301,71.550222,38.779586,82.317357,8.629579,64.893071,14.154620,11.401879,3.060763,7.728249,43.961799,0
cuda,MobileBertForQuestionAnswering,128,78.879597,68.336135,68.103278,35.583171,79.836119,8.724132,63.084525,13.071616,13.024935,2.972006,4.682719,44.672134,0
cuda,RobertaForCausalLM,16,78.201120,74.046742,73.601606,57.934392,79.277995,6.349942,67.633443,10.492958,5.169396,0.274552,4.092976,21.791849,0
cuda,RobertaForQuestionAnswering,16,75.457112,71.368056,70.763904,56.292491,76.145093,6.598870,64.699249,9.802668,5.575667,0.264443,2.396392,20.284584,0
cuda,XLNetLMHeadModel,8,129.187729,121.097657,119.624257,85.492962,120.431721,16.727123,92.068635,22.218860,20.531656,5.475678,0.990627,4.685137,35.912462
cuda,YituTechConvBert,16,134.409326,128.094891,127.319172,105.548612,129.668741,10.578277,111.720978,16.055983,8.357617,0.540745,7.799504,25.504138,0
